# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = model_f26f5fbf43_model
# start_datetime = 2023-08-27 21:49:42 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       num_cross_chains = 1 (Default)
#       cross_chain_window = 100 (Default)
#       cross_chain_rhat = 1.05 (Default)
#       cross_chain_ess = 200 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /tmp/RtmpfD8nSs/standata-f2632c2df3.json
# init = 2 (Default)
# random
#   seed = 949436583
# output
#   file = /home/jrun/Conhecimentos-TPACK/chains/model/model_0468bb5407fbaa407fffd48330a4259e-202308272149-2-89392f.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = /home/jrun/Conhecimentos-TPACK/chains/model/model_0468bb5407fbaa407fffd48330a4259e-profile-202308272149-2-78264e.csv
# num_threads = 8 (Default)
# stanc_version = stanc3 2c6fa27
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b.1,b.2,b.3,b.4,b.5,b.6,b.7,b.8,b.9,b.10,b.11,b.12,b.13,b.14,Intercept,sigma,b_Intercept
-408403,0.960283,0.334714,4,15,0,408413,-0.0396852,-0.438946,0.579193,-0.183331,0.0753186,-0.1067,0.171004,0.6906,2.61738,1.06638,1.89395,-0.611357,-0.478118,-0.99084,45.1872,14.391,42.8561
-408402,0.673326,0.334714,3,7,0,408412,-0.0837127,-0.43254,0.57425,-0.188288,-0.0101474,-0.193368,0.0561185,0.706398,2.77848,1.04692,1.93541,-0.784802,-0.416006,-0.900269,45.1776,14.347,43.3608
-408403,0.731337,0.334714,3,7,0,408412,-0.0685198,-0.440123,0.567889,-0.188034,-0.00154786,-0.283732,0.0617323,0.681171,2.75194,1.03231,1.99537,-0.733441,-0.398942,-0.97473,45.1881,14.4004,43.5392
-408407,0.814307,0.334714,4,15,0,408414,-0.189701,-0.359761,0.670876,-0.170209,-0.0498618,0.00771318,0.372325,0.667685,2.59319,1.0589,1.37154,-1.30774,-1.11121,-1.57068,45.0988,14.4448,42.8518
-408407,0.964613,0.334714,3,15,0,408415,-0.154773,-0.480032,0.665512,-0.208079,-0.160461,-0.299131,0.164045,0.717525,2.79775,1.05991,1.61441,-0.989541,-0.615118,-1.2799,45.1347,14.3241,44.2101
-408406,0.89276,0.334714,3,15,0,408413,-0.145811,-0.43332,0.707245,-0.206822,-0.170225,-0.308526,0.150255,0.707518,2.80282,1.0538,1.611,-0.978297,-0.676812,-1.19607,45.1362,14.321,43.7614
-408404,0.969203,0.334714,4,15,0,408412,-0.0702296,-0.408602,0.545724,-0.183792,0.0759583,0.195137,0.230548,0.720326,2.65981,1.05655,1.91443,-0.804095,-0.570921,-0.905235,45.1347,14.3497,42.7249
-408402,0.980892,0.334714,4,15,0,408409,-0.115663,-0.453095,0.587598,-0.183919,-0.222726,-0.184031,0.24741,0.687637,2.65379,1.09635,1.75524,-1.01579,-0.806043,-1.40524,45.0634,14.3441,43.5067
-408401,0.968667,0.334714,3,15,0,408408,-0.0785852,-0.429696,0.649295,-0.188998,0.0321243,-0.0992822,0.34663,0.706595,2.6411,1.03066,1.5162,-1.02035,-0.73766,-1.17897,45.1791,14.3886,43.078
-408401,1,0.334714,4,15,0,408405,-0.171905,-0.392231,0.588714,-0.186694,-0.157211,-0.0897593,0.12035,0.6834,2.75951,1.07302,1.41848,-1.08923,-0.772121,-1.22716,45.0576,14.3979,43.6542
-408401,0.922245,0.334714,4,15,0,408406,-0.0907108,-0.362283,0.586497,-0.179328,-0.0975112,0.0215778,0.150766,0.673007,2.80247,1.05832,1.81984,-0.938346,-0.697654,-1.38545,45.1557,14.3527,42.7952
-408401,0.900995,0.334714,4,15,0,408411,-0.133197,-0.448686,0.692985,-0.193972,-0.0149439,-0.216871,0.293886,0.693556,2.62207,1.06399,2.05794,-0.74233,-0.425354,-1.2574,45.0623,14.3595,43.0456
-408403,0.829079,0.334714,3,7,0,408409,-0.124533,-0.442632,0.624056,-0.188924,-0.0156264,-0.159596,0.14637,0.659845,2.7129,1.07984,1.88839,-0.659693,-0.350966,-0.548458,45.0457,14.4084,43.1727
-408402,0.981677,0.334714,4,15,0,408408,-0.11917,-0.397353,0.640746,-0.199339,-0.0878192,-0.277459,0.299374,0.652682,2.7543,1.0527,2.04611,-0.706588,-0.524991,-1.11242,45.1798,14.3494,43.4635
-408402,0.942071,0.334714,4,15,0,408409,-0.0269719,-0.493382,0.645953,-0.188743,-0.0975788,-0.222854,0.136978,0.676875,2.76308,1.0593,1.63474,-1.00336,-0.659503,-1.09605,45.0524,14.4003,43.206
-408404,0.825786,0.334714,4,15,0,408409,-0.20088,-0.335457,0.618878,-0.178518,-0.028679,-0.0999976,0.338738,0.735401,2.57707,1.05187,1.92718,-0.969181,-0.466617,-1.02523,45.1568,14.4162,42.7747
-408404,0.994529,0.334714,4,15,0,408412,-0.0533136,-0.534222,0.665601,-0.184369,-0.199524,-0.0627559,0.202046,0.644536,2.88345,1.08401,1.57618,-1.04847,-0.815749,-1.38304,45.1176,14.4303,43.3458
-408402,0.855576,0.334714,4,15,0,408412,-0.10122,-0.418091,0.661455,-0.182027,0.044201,-0.0867894,0.246294,0.685291,2.76062,1.01454,1.76733,-0.783205,-0.526113,-1.1693,45.1845,14.3297,42.8099
-408402,0.760687,0.334714,3,15,0,408410,-0.123591,-0.37497,0.550681,-0.175552,0.0437,-0.0270978,0.24646,0.705714,2.836,1.04381,1.89825,-0.799006,-0.54566,-0.894265,45.1741,14.4109,42.8091
-408402,0.769518,0.334714,3,7,0,408419,-0.136436,-0.40721,0.658675,-0.182422,-0.116286,-0.165087,0.105825,0.706787,2.68411,1.07546,1.7454,-0.789296,-0.369781,-1.10805,45.1426,14.3268,42.8451
-408405,0.923691,0.334714,4,15,0,408411,-0.125989,-0.430644,0.711514,-0.201277,-0.144341,-0.228444,0.346472,0.581268,2.7766,1.07107,1.87793,-0.760094,-0.65245,-1.02263,45.0868,14.4109,43.4924
-408402,0.9929,0.334714,4,15,0,408411,-0.110385,-0.375752,0.59414,-0.176849,-0.0273521,0.0336305,0.111577,0.779743,2.58891,1.02306,1.69069,-0.991601,-0.591381,-1.26017,45.1438,14.4085,42.6358
-408403,0.957652,0.334714,4,15,0,408410,-0.12457,-0.345381,0.613291,-0.187582,0.00534058,-0.208829,0.201441,0.633439,2.91916,1.05495,1.87098,-0.911822,-0.554061,-1.06246,45.0294,14.3454,42.9939
-408402,0.894841,0.334714,4,15,0,408409,-0.214283,-0.400775,0.670455,-0.193276,-0.0339265,-0.0863681,0.182598,0.617917,2.84047,1.03082,1.68987,-0.821974,-0.596997,-1.16016,45.0888,14.3968,43.7493
-408402,0.932656,0.334714,4,15,0,408409,-0.19324,-0.396071,0.731124,-0.18482,-0.0498008,-0.0683496,0.191368,0.707171,2.61653,1.06405,1.80532,-0.898545,-0.479416,-0.878523,45.0305,14.372,42.6122
-408402,0.943765,0.334714,4,15,0,408409,-0.0529236,-0.423531,0.508669,-0.189332,-0.0967371,-0.0972534,0.226786,0.67382,2.79183,1.035,1.54304,-0.903501,-0.739538,-0.919638,45.1171,14.3773,43.6801
-408402,0.986423,0.334714,4,23,0,408408,-0.0932946,-0.412111,0.632365,-0.178624,-0.159096,-0.107909,0.154813,0.686248,2.90901,1.06876,1.91441,-0.868185,-0.486119,-1.03751,45.106,14.4125,42.6263
-408404,0.987101,0.334714,3,7,0,408410,-0.0738728,-0.465766,0.570052,-0.175488,-0.193753,0.11856,0.0327502,0.732457,2.6949,1.04119,1.71035,-0.746846,-0.54068,-1.3172,45.1208,14.3789,42.9623
-408404,0.760047,0.334714,3,7,0,408415,-0.0366236,-0.451732,0.554539,-0.171031,-0.221003,0.0949219,0.0469622,0.745873,2.7488,1.04121,1.73182,-0.878003,-0.586715,-1.18347,45.1067,14.3387,42.652
-408405,0.845503,0.334714,4,15,0,408415,-0.21086,-0.370702,0.677033,-0.198643,0.114064,-0.34052,0.414592,0.657979,2.71119,1.05129,1.79131,-1.09005,-0.899173,-1.19422,45.0898,14.354,43.7122
-408406,0.909839,0.334714,4,15,0,408415,-0.0428284,-0.398557,0.501871,-0.190905,-0.144346,-0.0273669,0.0509385,0.73517,2.86402,1.02512,1.73055,-0.892986,-0.554959,-1.19981,45.176,14.4303,43.4279
-408399,0.987747,0.334714,3,7,0,408412,-0.0733837,-0.422956,0.587277,-0.190876,0.055545,-0.25974,0.191169,0.704764,2.72869,1.03703,1.70138,-0.91402,-0.662626,-1.23517,45.0757,14.4123,43.3513
-408402,0.801785,0.334714,4,15,0,408411,-0.0853799,-0.360109,0.527647,-0.187798,-0.108464,-0.0857586,0.239067,0.643032,2.67917,1.08266,2.00656,-0.603835,-0.283728,-1.06783,45.0784,14.4136,43.0338
-408403,0.937187,0.334714,4,15,0,408409,-0.140533,-0.465948,0.672253,-0.182097,-0.0738404,0.0840164,0.2388,0.72311,2.69883,1.03966,1.8054,-0.987119,-0.756337,-1.44206,45.1811,14.4164,43.0662
-408403,0.996174,0.334714,4,15,0,408409,-0.166425,-0.38656,0.682412,-0.186655,-0.20706,-0.0618793,0.326329,0.684735,2.74887,1.00214,1.48435,-1.0782,-0.798226,-1.22563,45.1673,14.3945,43.3147
-408403,0.998127,0.334714,4,15,0,408408,-0.0800236,-0.432028,0.591817,-0.188702,0.0863727,-0.200204,0.178513,0.666219,2.60204,1.09554,1.34523,-1.23374,-0.973759,-1.49528,45.0223,14.395,43.5477
-408407,0.697805,0.334714,4,15,0,408415,-0.0943847,-0.364644,0.596607,-0.192285,0.0135734,-0.435904,0.296311,0.636931,2.75593,1.08328,1.60685,-1.17131,-0.947219,-1.51701,45.013,14.4264,43.5043
-408412,0.948592,0.334714,3,7,0,408419,-0.204725,-0.331798,0.575872,-0.210969,0.204434,-0.340867,0.315946,0.644728,2.70897,1.07374,1.34898,-1.17317,-0.859891,-1.24394,45.0686,14.3563,44.4496
-408404,0.976244,0.334714,3,7,0,408416,-0.0658032,-0.357664,0.589767,-0.187816,0.0910372,-0.0917236,0.282029,0.626394,2.73372,1.05068,1.76924,-1.07875,-0.935969,-1.45763,45.0752,14.4029,43.0803
-408406,0.979312,0.334714,4,15,0,408411,-0.14725,-0.378076,0.664979,-0.187598,-0.131235,0.0232828,0.253333,0.772733,2.57434,1.04152,1.88935,-0.629786,-0.297791,-1.08,45.0403,14.3373,42.3246
-408400,0.945004,0.334714,3,7,0,408413,-0.120415,-0.43285,0.708974,-0.182977,-0.0842855,-0.162284,0.19229,0.687715,2.79204,1.04315,1.91573,-0.773213,-0.614442,-0.973378,45.1014,14.4098,42.6791
-408405,0.99465,0.334714,4,15,0,408409,-0.114211,-0.309025,0.572162,-0.194691,0.0284785,-0.12242,0.237593,0.688845,2.56243,1.07113,1.32482,-1.37324,-1.24756,-1.55355,45.1072,14.3868,43.5315
-408404,0.912344,0.334714,4,15,0,408414,-0.231588,-0.358269,0.628226,-0.184171,0.133197,-0.0273877,0.221052,0.716995,2.62406,1.05374,1.57729,-1.09105,-0.731095,-1.46552,45.082,14.4108,43.2854
-408406,0.917691,0.334714,4,15,0,408413,-0.0245484,-0.488468,0.575415,-0.184673,-0.251018,-0.281912,0.271617,0.687345,2.87384,1.06102,1.68504,-0.771849,-0.602002,-0.970963,45.1396,14.4238,43.3093
-408403,0.958934,0.334714,4,15,0,408414,-0.182295,-0.352014,0.609644,-0.181104,0.163103,-0.0519343,0.21011,0.702427,2.69731,1.03514,1.84358,-0.685481,-0.414772,-1.21423,45.0665,14.3929,42.7764
-408406,0.78667,0.334714,4,15,0,408414,-0.0668239,-0.485692,0.631772,-0.19192,-0.0674846,-0.277459,0.368299,0.656734,2.64437,1.07049,2.14507,-0.876708,-0.376732,-1.10468,45.1039,14.3901,43.3483
-408401,0.963639,0.334714,4,15,0,408410,-0.136979,-0.342848,0.549831,-0.19245,-0.104684,-0.107312,0.211233,0.722845,2.6031,1.05738,2.01671,-0.615922,-0.337679,-0.73564,45.0939,14.3674,43.0715
-408404,0.889846,0.334714,4,15,0,408408,-0.131584,-0.479545,0.705938,-0.193187,-0.113907,-0.103257,0.233689,0.65035,2.97353,0.992881,1.33293,-1.19826,-0.961563,-1.36464,45.0779,14.3657,43.8252
-408405,0.766779,0.334714,4,15,0,408414,-0.098633,-0.493811,0.589971,-0.176475,-0.0862886,-0.0275732,0.115397,0.674308,2.73137,1.10721,1.46345,-1.26122,-0.906037,-1.78036,45.1049,14.3907,43.55
-408405,0.966369,0.334714,4,15,0,408415,-0.14029,-0.347025,0.541633,-0.187392,-0.015593,-0.309964,0.406178,0.726636,2.75411,1.01702,2.00002,-0.662852,-0.55525,-1.32171,45.0951,14.4023,43.1959
-408410,0.761931,0.334714,4,15,0,408419,-0.0278902,-0.512925,0.59247,-0.188854,-0.00534204,0.14113,0.00466442,0.685079,2.74388,1.07675,2.02172,-0.610534,-0.467893,-0.701913,45.1893,14.3663,43.0783
-408415,0.643732,0.334714,4,15,0,408428,-0.210746,-0.34251,0.569504,-0.18428,0.00911859,-0.0247337,0.555555,0.665122,2.54097,1.02451,1.33903,-1.30595,-0.927581,-1.20693,45.04,14.3535,43.6981
-408416,0.967024,0.334714,4,15,0,408426,-0.161117,-0.379483,0.702874,-0.185759,-0.271529,-0.163352,0.375671,0.689888,2.97029,1.06796,1.62272,-1.12376,-1.14714,-1.87272,45.0818,14.4103,42.9249
-408406,1,0.334714,4,15,0,408419,-0.166901,-0.444224,0.64617,-0.189747,-0.293171,-0.169743,0.379375,0.643384,2.91455,1.04405,1.46455,-1.16396,-0.718173,-1.35371,45.0959,14.3776,43.8854
-408402,0.891819,0.334714,4,15,0,408411,-0.18116,-0.412138,0.61262,-0.191959,-0.180139,-0.227292,0.336835,0.722776,2.62462,1.06178,1.98138,-0.843941,-0.562167,-0.909831,45.1168,14.3789,43.5246
-408403,0.981933,0.334714,4,15,0,408408,-0.054134,-0.42508,0.625641,-0.180652,0.0504647,-0.0643091,0.0362858,0.69211,2.85225,1.05883,1.71168,-0.825298,-0.593334,-1.11901,45.0615,14.3619,42.573
-408403,0.90617,0.334714,3,7,0,408411,-0.122921,-0.344865,0.624761,-0.18179,-0.116081,-0.00554095,0.314042,0.678199,2.66273,1.05813,1.80964,-0.825723,-0.625591,-1.15168,45.0924,14.4678,42.563
-408405,0.927086,0.334714,4,15,0,408415,-0.10302,-0.423393,0.645787,-0.19344,-0.220749,-0.333928,0.104565,0.697417,2.68526,1.10103,1.41863,-1.24521,-0.959229,-1.5152,45.0561,14.3347,43.601
-408404,0.935468,0.334714,4,15,0,408412,-0.122574,-0.411174,0.6034,-0.175025,-0.071249,0.013959,0.479825,0.697151,2.88581,1.02579,1.90462,-0.766838,-0.639971,-0.918849,45.1201,14.3619,42.5975
-408405,0.910193,0.334714,4,15,0,408410,-0.132584,-0.436142,0.656095,-0.197736,-0.0307929,-0.159682,0.0210003,0.730787,2.55977,1.08845,1.55381,-1.26054,-0.783741,-1.50955,45.0925,14.3674,43.6617
-408403,0.962893,0.334714,4,15,0,408412,-0.154624,-0.394262,0.653309,-0.185311,-0.234831,-0.207124,0.428696,0.701922,2.7522,1.03121,1.93592,-0.904765,-0.449716,-0.955447,45.1139,14.386,42.9982
-408400,0.905583,0.334714,3,15,0,408409,-0.122894,-0.483257,0.726429,-0.179094,-0.0732973,-0.0723471,0.28104,0.711227,2.81399,1.02165,1.79193,-0.900229,-0.615145,-1.04228,45.111,14.3729,42.6856
-408401,0.88029,0.334714,4,15,0,408408,-0.130571,-0.347415,0.528569,-0.193935,0.0184136,-0.254493,0.194414,0.668587,2.7679,1.10392,1.51417,-1.04274,-0.799211,-1.25145,45.0896,14.3797,43.7078
-408399,0.958865,0.334714,4,15,0,408406,-0.0888122,-0.45949,0.626618,-0.195005,-0.0642398,-0.0887856,0.155552,0.655997,2.67894,1.05651,1.80736,-0.830442,-0.50633,-1.22242,45.0877,14.3568,43.5152
-408399,0.954862,0.334714,4,15,0,408402,-0.168051,-0.338056,0.602916,-0.182625,-0.0514695,0.0206363,0.313463,0.708861,2.65923,1.02747,1.65116,-0.963227,-0.768879,-1.37807,45.0977,14.3701,42.978
-408401,0.742841,0.334714,3,15,0,408408,-0.0763021,-0.423258,0.619552,-0.193762,-0.00792596,-0.125499,0.401754,0.682995,2.69412,1.05291,1.65119,-1.1925,-0.757652,-1.30743,45.0717,14.3826,43.2828
-408402,0.968725,0.334714,3,7,0,408408,-0.0367128,-0.453225,0.586671,-0.18464,-0.0865136,-0.227324,0.421692,0.679145,2.67921,1.03002,1.49223,-1.13543,-0.861321,-1.27999,45.1166,14.3943,43.4049
-408403,0.89129,0.334714,4,15,0,408409,-0.103796,-0.484211,0.70759,-0.188062,-0.0251561,0.0355072,0.150962,0.656894,2.90936,1.04945,1.89073,-0.671942,-0.5756,-1.1174,45.1216,14.3554,42.8793
-408404,0.978901,0.334714,4,15,0,408409,-0.13417,-0.339752,0.522371,-0.190795,-0.127994,-0.107542,0.350459,0.744412,2.63263,1.074,1.76408,-1.06872,-0.631973,-1.31429,45.0178,14.3813,43.2089
-408402,0.937721,0.334714,4,15,0,408414,-0.119242,-0.408587,0.602087,-0.17654,0.00288122,-0.0499747,0.201052,0.694402,2.95457,1.00415,1.52151,-1.14918,-0.710651,-1.44692,45.1703,14.3657,43.2061
-408402,0.941832,0.334714,4,15,0,408407,-0.126587,-0.41267,0.643255,-0.195091,-0.0931639,-0.14839,0.345804,0.688372,2.49397,1.10905,1.90856,-0.811183,-0.704092,-1.22327,45.0603,14.358,43.1079
-408402,0.99619,0.334714,4,15,0,408406,-0.124614,-0.40909,0.606619,-0.181303,0.0117638,-0.000126984,0.0782128,0.703545,2.87908,0.987407,1.64949,-0.890313,-0.44598,-1.31536,45.0806,14.3692,43.1222
-408405,0.831899,0.334714,4,15,0,408411,-0.112475,-0.434085,0.615333,-0.191484,-0.0616215,-0.193751,0.422942,0.66018,2.47265,1.11216,1.55783,-0.946172,-0.732664,-1.49377,45.1225,14.3777,43.4836
-408400,0.859298,0.334714,4,15,0,408413,-0.113001,-0.330513,0.565418,-0.183884,-0.00972851,-0.134917,0.224422,0.737398,2.66438,1.03192,1.49545,-1.02819,-0.794497,-1.33384,45.0554,14.3689,42.9441
-408401,0.976749,0.334714,4,15,0,408405,-0.108171,-0.450408,0.702148,-0.192651,-0.119139,-0.214732,0.289076,0.648136,2.74843,1.08222,1.70949,-0.977811,-0.775355,-1.26782,45.1754,14.4199,43.3124
-408401,0.915094,0.334714,4,15,0,408407,-0.113783,-0.371427,0.580019,-0.184685,-0.104234,-0.0920097,0.0670568,0.731569,2.72699,1.03593,1.95339,-0.687327,-0.344038,-1.01237,45.0229,14.3563,42.7813
-408404,0.799276,0.334714,4,15,0,408408,-0.0689983,-0.425974,0.558965,-0.182391,-0.119306,-0.00420534,0.409927,0.73217,2.6569,1.06467,1.87039,-0.692469,-0.3937,-1.0036,45.1787,14.3746,42.7253
-408406,0.877516,0.334714,4,15,0,408417,-0.176285,-0.40642,0.677205,-0.188168,0.00981631,-0.116734,0.0980918,0.668933,2.80314,1.05676,1.89295,-0.39732,-0.0943444,-0.661521,45.0353,14.3581,42.7718
-408402,0.992568,0.334714,4,15,0,408413,-0.0874434,-0.430404,0.55894,-0.183518,-0.109281,-0.133313,0.303657,0.711202,2.63468,1.05912,1.96683,-0.739593,-0.27821,-0.891085,45.1701,14.3668,43.0946
-408401,0.988519,0.334714,4,15,0,408406,-0.142305,-0.419058,0.691269,-0.183452,-0.0343354,-0.0730263,0.128457,0.678246,2.82412,1.06618,1.51893,-1.03171,-0.913581,-1.40799,45.078,14.3872,42.9922
-408407,0.858711,0.334714,3,7,0,408416,-0.19577,-0.373668,0.729325,-0.202614,0.0556658,-0.296232,0.387311,0.612642,2.76311,1.0654,1.57244,-1.10328,-0.949137,-1.37081,45.0005,14.3566,43.5843
-408405,0.763951,0.334714,4,15,0,408415,-0.0274018,-0.421845,0.568335,-0.176898,-0.0842232,-0.115974,0.18988,0.766236,2.6271,1.03257,1.60194,-1.00504,-0.766179,-1.43103,45.2185,14.369,42.8283
-408405,0.990147,0.334714,4,15,0,408411,-0.0843604,-0.379875,0.614292,-0.193452,-0.110233,-0.0991937,0.308796,0.612794,2.6883,1.0783,1.59997,-1.1338,-0.898228,-1.5132,44.9925,14.4117,43.3339
-408405,0.897506,0.334714,4,15,0,408415,-0.189483,-0.464404,0.70039,-0.181093,0.0178041,-0.154833,0.174046,0.753646,2.72628,1.01489,1.52767,-1.10203,-0.646034,-1.2774,45.2052,14.4211,43.3652
-408411,0.909659,0.334714,4,15,0,408418,-0.133122,-0.415709,0.615674,-0.189753,-0.155952,-0.11655,0.30941,0.581247,2.74306,1.07484,2.00489,-0.717776,-0.311347,-0.504235,44.9861,14.3285,43.305
-408407,0.975246,0.334714,4,15,0,408417,-0.123747,-0.417036,0.59219,-0.179128,0.00593535,-0.0807162,0.0838414,0.791413,2.54609,0.997845,1.70713,-0.911005,-0.467769,-1.11832,45.2225,14.4053,43.1264
-408407,0.937663,0.334714,3,7,0,408416,-0.111975,-0.401694,0.586914,-0.178624,0.136123,-0.182535,0.0787889,0.789939,2.87336,1.03681,1.54393,-0.975897,-0.784332,-1.31583,45.1553,14.3783,42.8732
-408403,0.899257,0.334714,4,15,0,408418,-0.159932,-0.503865,0.672439,-0.172749,-0.155003,-0.0710224,0.215913,0.712362,2.68541,1.06504,1.83914,-0.784247,-0.554487,-0.998892,45.0363,14.3992,42.8962
-408404,0.808049,0.334714,4,15,0,408412,-0.101715,-0.358362,0.480476,-0.191817,0.0390402,-0.181261,0.24348,0.679901,2.74141,1.03009,1.77504,-0.707975,-0.624708,-1.08309,45.1769,14.4025,43.7474
-408408,0.848922,0.334714,4,15,0,408416,-0.143553,-0.337202,0.556699,-0.181771,0.0542859,-0.259384,0.0700811,0.692253,2.67954,1.01117,1.76431,-0.93815,-0.535638,-1.06552,45.1892,14.424,43.4711
-408405,0.944026,0.334714,4,15,0,408419,-0.13429,-0.461909,0.638125,-0.186904,-0.236549,-0.235818,0.376174,0.681204,2.64306,1.0569,1.48287,-1.01408,-0.725806,-1.25244,45.0658,14.4423,43.6138
-408405,0.972496,0.334714,4,15,0,408409,-0.162633,-0.427332,0.61411,-0.177757,0.115095,-0.0528738,0.174721,0.688649,2.78622,1.02946,1.38477,-0.98611,-0.726217,-1.43697,45.1411,14.4179,43.3926
-408406,0.734036,0.334714,4,15,0,408418,-0.102889,-0.391334,0.601489,-0.173784,-0.115406,-0.0907599,0.291979,0.657764,2.64504,1.09054,2.16964,-0.925161,-0.508797,-0.92855,45.0663,14.3814,42.5558
-408402,0.999792,0.334714,3,15,0,408411,-0.137398,-0.370448,0.625992,-0.189578,-0.0812867,-0.0645012,0.2643,0.743305,2.67477,1.00292,1.84747,-0.98068,-0.534841,-1.0405,45.0675,14.3485,42.9732
-408404,0.96678,0.334714,4,15,0,408409,-0.0965777,-0.410377,0.610586,-0.187615,-0.111802,-0.167403,0.204294,0.680255,2.83186,1.09569,1.38712,-1.33754,-0.827321,-1.78116,45.1287,14.3694,43.4312
-408401,0.999071,0.334714,4,23,0,408408,-0.109146,-0.439806,0.707252,-0.188791,0.0483894,-0.0750761,0.350361,0.728228,2.61954,1.03312,1.83386,-0.917507,-0.565534,-0.941515,45.0826,14.3627,42.6117
-408399,1,0.334714,4,15,0,408403,-0.122552,-0.396753,0.580438,-0.188885,-0.0326042,-0.249811,0.125656,0.693841,2.7715,1.04212,1.7554,-0.934259,-0.595275,-1.32468,45.139,14.3986,43.5765
-408401,0.927901,0.334714,3,15,0,408405,-0.121644,-0.37013,0.533275,-0.185929,-0.175707,-0.0870361,0.286203,0.756978,2.65431,1.04406,1.93023,-0.797683,-0.561673,-0.890353,45.1588,14.3709,43.1214
-408404,0.861805,0.334714,4,15,0,408409,-0.189924,-0.331925,0.66232,-0.177551,-0.223655,-0.0450457,0.151237,0.728223,2.70543,1.0388,1.67694,-0.905736,-0.487165,-1.31833,45.0654,14.3913,42.5675
-408401,0.992592,0.334714,4,15,0,408411,-0.0905097,-0.496706,0.628933,-0.190816,-0.0157431,-0.137996,0.22644,0.708953,2.67446,1.05226,1.8387,-0.893753,-0.646884,-1.32463,45.1776,14.3488,43.527
-408402,0.873736,0.334714,4,15,0,408409,-0.22126,-0.387882,0.663489,-0.186973,-0.129141,0.0311366,0.352431,0.678814,2.81612,1.04732,1.63844,-0.947723,-0.698557,-1.1713,45.0539,14.4106,43.2123
-408406,0.775652,0.334714,3,7,0,408412,-0.168758,-0.443493,0.77191,-0.180509,-0.0311581,-0.101131,0.316275,0.630684,2.75302,0.992677,1.8208,-0.997739,-0.677891,-1.3222,45.0986,14.3848,42.9876
-408403,0.898601,0.334714,3,7,0,408412,-0.149295,-0.498903,0.76535,-0.177186,-0.1145,-0.0409633,0.407772,0.680756,2.82582,1.02138,1.66696,-1.0249,-0.70925,-1.28097,45.1112,14.377,42.79
-408409,0.760233,0.334714,3,15,0,408418,-0.170786,-0.38279,0.593264,-0.202286,-0.131819,-0.155449,0.0350469,0.744123,2.33011,1.10266,1.63064,-1.05714,-0.793537,-1.19461,45.1226,14.3805,43.9593
-408410,0.972321,0.334714,4,15,0,408415,-0.0338723,-0.405708,0.633551,-0.181926,-0.0415797,0.0758043,0.392606,0.633149,3.03556,0.966387,1.90688,-0.765929,-0.466975,-0.773961,45.0896,14.3881,42.4425
-408410,0.949492,0.334714,4,15,0,408417,-0.207008,-0.403651,0.601899,-0.197996,-0.16482,-0.193787,0.121655,0.750455,2.39233,1.11753,1.82194,-0.948811,-0.854293,-1.0597,45.1,14.3861,43.8739
-408409,0.974957,0.334714,4,15,0,408420,-0.144978,-0.48591,0.625412,-0.172163,-0.0277924,0.159935,0.14431,0.656438,2.92807,1.03402,2.05568,-0.544204,-0.342854,-1.07417,45.1871,14.3835,42.9466
-408403,0.998568,0.334714,3,15,0,408414,-0.137491,-0.36644,0.70534,-0.183443,-0.0602208,0.0535499,0.210198,0.659425,2.65976,1.04052,1.78814,-0.963543,-0.531867,-1.18764,45.1302,14.3748,42.5817
-408406,0.931216,0.334714,4,15,0,408413,-0.104344,-0.405799,0.692078,-0.191706,-0.0565752,-0.257129,0.198295,0.776534,2.72073,1.06367,1.56751,-1.14299,-0.862596,-1.3571,45.0752,14.352,42.7777
-408403,0.953126,0.334714,4,15,0,408413,-0.087155,-0.367043,0.646138,-0.186089,-0.134346,0.0199759,0.298577,0.660361,2.86625,1.00928,1.57427,-1.16724,-0.830026,-1.3578,45.1009,14.3859,42.9132
-408403,0.972186,0.334714,4,15,0,408410,-0.127826,-0.35817,0.476749,-0.195366,-0.0997859,-0.126712,0.302703,0.663734,2.80671,1.05324,1.6038,-1.05391,-0.878532,-1.41647,45.1397,14.3871,44.1702
-408401,0.990907,0.334714,4,15,0,408407,-0.148138,-0.506191,0.746781,-0.180388,0.000907306,-0.0280283,0.201401,0.731419,2.65252,1.05161,1.7066,-0.900443,-0.757232,-1.24135,45.064,14.3843,42.7473
