# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = model_6b7267a81a6_model
# start_datetime = 2023-03-30 08:01:33 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /tmp/RtmpO6pATb/standata-6b7446d01e8.json
# init = 2 (Default)
# random
#   seed = 1498873134
# output
#   file = /home/jrun/Conhecimentos-TPACK/chains/model_pca/model_0468bb5407fbaa407fffd48330a4259e-202303300801-3-645afd.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = /home/jrun/Conhecimentos-TPACK/chains/model_pca/model_0468bb5407fbaa407fffd48330a4259e-profile-202303300801-3-6a414b.csv
# num_threads = 8 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b.1,b.2,b.3,b.4,b.5,b.6,b.7,b.8,b.9,b.10,b.11,b.12,Intercept,sigma,b_Intercept
# Adaptation terminated
# Step size = 0.393777
# Diagonal elements of inverse mass matrix:
# 0.00112663, 6.35276e-05, 0.00879353, 0.0164624, 0.0100937, 0.0017946, 0.0145794, 0.000962764, 0.0374523, 0.0355456, 0.0465488, 0.057871, 0.00203582, 1.48037e-05
-408465,0.834154,0.393777,3,15,0,408472,-0.00604463,-0.185502,-0.187461,-0.213589,0.26866,0.757404,2.86815,1.06565,1.98354,-0.874565,-0.64415,-0.989211,45.0345,14.4402,43.295
-408464,0.976932,0.393777,3,15,0,408471,0.0358386,-0.181349,0.0940886,0.0917346,0.164069,0.724996,2.82821,1.0142,1.58379,-0.989056,-0.643574,-1.37013,45.1405,14.3271,43.4543
-408462,0.97723,0.393777,4,15,0,408466,-0.00433099,-0.193755,-0.154395,-0.311883,0.32634,0.696703,2.68702,1.1122,1.69297,-0.874609,-0.668253,-1.28873,45.0651,14.3669,43.8159
-408461,0.89514,0.393777,3,7,0,408467,0.0165205,-0.183145,-0.196441,-0.111163,0.259096,0.713638,2.72785,1.09117,1.89273,-0.918018,-0.723108,-1.21813,45.1396,14.4216,43.4704
-408467,0.747857,0.393777,3,7,0,408472,0.0156144,-0.180352,-0.000464499,-0.0421695,0.206972,0.849778,2.44572,1.03579,1.75369,-0.67783,-0.502787,-1.138,45.0888,14.3775,42.878
-408467,0.761047,0.393777,3,15,0,408480,-0.0240501,-0.171433,-0.0274441,-0.0308374,0.248393,0.702502,2.91854,1.03805,1.41659,-0.899477,-0.676359,-1.37144,45.0606,14.4377,43.1622
-408469,0.981452,0.393777,3,15,0,408475,0.0598522,-0.208391,-0.0767105,-0.366878,0.310279,0.746487,2.51781,1.11289,1.86888,-0.750565,-0.687568,-0.99748,45.159,14.3628,44.109
-408462,0.992339,0.393777,3,7,0,408474,0.00774433,-0.186304,-0.144791,-0.171904,0.0261662,0.683642,2.74649,1.08928,2.02183,-0.712509,-0.251079,-0.969711,45.128,14.4071,43.5798
-408466,0.910537,0.393777,3,7,0,408474,-0.00787164,-0.191482,0.0168575,-0.363359,0.393147,0.812445,2.58221,1.04318,2.12636,-0.758759,-0.453902,-1.00402,45.0999,14.3903,43.3458
-408465,0.9075,0.393777,4,15,0,408476,0.0377803,-0.192255,-0.0434164,-0.352128,0.409478,0.660928,2.71384,1.12897,1.70226,-0.934916,-0.69077,-1.06258,45.058,14.3998,43.7896
-408465,0.901341,0.393777,3,15,0,408471,0.0111109,-0.179086,-0.0641494,0.0829806,0.0405804,0.731863,2.74021,1.05646,1.83622,-0.611795,-0.276631,-1.05014,45.1432,14.3139,43.0828
